timestamp,tag_id,x,y,z,quality,source,zone_id,dt_sec,dx,dy,step_distance_m,speed_m_s,outlier_speed
2026-05-01 09:00:00,worker_anon_01,2.118,1.608,1.1,0.93,sample,INSPECT_4,0.0,0.0,0.0,0.0,0.0,False
2026-05-01 09:00:01,worker_anon_01,2.122,1.651,1.1,0.8,sample,INSPECT_4,1.0,0.0040000000000000036,0.04299999999999993,0.04318564576337829,0.04318564576337829,False
2026-05-01 09:00:02,worker_anon_01,2.093,1.546,1.1,0.95,sample,INSPECT_4,1.0,-0.028999999999999915,-0.10499999999999998,0.10893117092916972,0.10893117092916972,False
2026-05-01 09:00:03,worker_anon_01,2.068,1.567,1.1,0.89,sample,INSPECT_4,1.0,-0.02499999999999991,0.020999999999999908,0.03264965543462889,0.03264965543462889,False
2026-05-01 09:00:04,worker_anon_01,2.096,1.612,1.1,0.96,sample,INSPECT_4,1.0,0.028000000000000025,0.04500000000000015,0.053000000000000144,0.053000000000000144,False
2026-05-01 09:00:05,worker_anon_01,2.168,1.553,1.1,0.91,sample,INSPECT_4,1.0,0.07200000000000006,-0.05900000000000016,0.09308598175880205,0.09308598175880205,False
2026-05-01 09:00:06,worker_anon_01,2.154,1.545,1.1,0.92,sample,INSPECT_4,1.0,-0.014000000000000234,-0.008000000000000007,0.016124515496597304,0.016124515496597304,False
2026-05-01 09:00:07,worker_anon_01,2.074,1.589,1.1,0.83,sample,INSPECT_4,1.0,-0.08000000000000007,0.04400000000000004,0.0913016976841067,0.0913016976841067,False
2026-05-01 09:00:08,worker_anon_01,2.124,1.621,1.1,0.89,sample,INSPECT_4,1.0,0.050000000000000266,0.03200000000000003,0.05936328831862356,0.05936328831862356,False
2026-05-01 09:00:09,worker_anon_01,2.066,1.573,1.1,0.95,sample,INSPECT_4,1.0,-0.058000000000000274,-0.04800000000000004,0.07528612089887508,0.07528612089887508,False
2026-05-01 09:00:10,worker_anon_01,2.101,1.55,1.1,0.82,sample,INSPECT_4,1.0,0.03500000000000014,-0.02299999999999991,0.041880783182743915,0.041880783182743915,False
