timestamp,tag_id,x,y,z,quality,source,zone_id,dt_sec,dx,dy,step_distance_m,speed_m_s,outlier_speed
2026-05-01 09:00:00,worker_anon_01,2.125,1.576,1.1,0.87,sample,INSPECT_4,0.0,0.0,0.0,0.0,0.0,False
2026-05-01 09:00:01,worker_anon_01,2.163,1.658,1.1,0.81,sample,INSPECT_4,1.0,0.03799999999999981,0.08199999999999985,0.09037698822155982,0.09037698822155982,False
2026-05-01 09:00:02,worker_anon_01,2.125,1.534,1.1,0.88,sample,INSPECT_4,1.0,-0.03799999999999981,-0.12399999999999989,0.12969194269498766,0.12969194269498766,False
2026-05-01 09:00:03,worker_anon_01,2.132,1.531,1.1,0.97,sample,INSPECT_4,1.0,0.007000000000000117,-0.0030000000000001137,0.007615773105864061,0.007615773105864061,False
2026-05-01 09:00:04,worker_anon_01,2.101,1.585,1.1,0.86,sample,INSPECT_4,1.0,-0.03100000000000014,0.05400000000000005,0.0622655603042325,0.0622655603042325,False
2026-05-01 09:00:05,worker_anon_01,2.132,1.565,1.1,0.95,sample,INSPECT_4,1.0,0.03100000000000014,-0.020000000000000018,0.03689173349139356,0.03689173349139356,False
2026-05-01 09:00:06,worker_anon_01,2.036,1.535,1.1,0.97,sample,INSPECT_4,1.0,-0.09600000000000009,-0.030000000000000027,0.10057832768544135,0.10057832768544135,False
2026-05-01 09:00:07,worker_anon_01,2.126,1.573,1.1,0.92,sample,INSPECT_4,1.0,0.08999999999999986,0.038000000000000034,0.09769339793455839,0.09769339793455839,False
2026-05-01 09:00:08,worker_anon_01,2.138,1.545,1.1,0.98,sample,INSPECT_4,1.0,0.01200000000000001,-0.028000000000000025,0.03046309242345566,0.03046309242345566,False
2026-05-01 09:00:09,worker_anon_01,2.061,1.57,1.1,0.81,sample,INSPECT_4,1.0,-0.07699999999999996,0.025000000000000133,0.08095677859203639,0.08095677859203639,False
2026-05-01 09:00:10,worker_anon_01,2.056,1.541,1.1,0.82,sample,INSPECT_4,1.0,-0.004999999999999893,-0.029000000000000137,0.02942787793912444,0.02942787793912444,False
2026-05-01 09:00:11,worker_anon_01,2.149,1.612,1.1,0.87,sample,INSPECT_4,1.0,0.09299999999999997,0.07100000000000017,0.11700427342623013,0.11700427342623013,False
2026-05-01 09:00:12,worker_anon_01,2.124,1.555,1.1,0.84,sample,INSPECT_4,1.0,-0.02499999999999991,-0.05700000000000016,0.062241465278381855,0.062241465278381855,False
2026-05-01 09:00:13,worker_anon_01,2.094,1.67,1.1,0.93,sample,INSPECT_4,1.0,-0.03000000000000025,0.11499999999999999,0.11884864324004718,0.11884864324004718,False
2026-05-01 09:00:14,worker_anon_01,2.078,1.593,1.1,0.93,sample,INSPECT_4,1.0,-0.016000000000000014,-0.07699999999999996,0.078644770964127,0.078644770964127,False
2026-05-01 09:00:15,worker_anon_01,2.117,1.648,1.1,0.8,sample,INSPECT_4,1.0,0.039000000000000146,0.05499999999999994,0.06742403132415033,0.06742403132415033,False
2026-05-01 09:00:16,worker_anon_01,2.035,1.575,1.1,0.97,sample,INSPECT_4,1.0,-0.08199999999999985,-0.07299999999999995,0.10978615577567133,0.10978615577567133,False
2026-05-01 09:00:17,worker_anon_01,2.128,1.576,1.1,0.9,sample,INSPECT_4,1.0,0.09299999999999997,0.001000000000000112,0.09300537618869135,0.09300537618869135,False
2026-05-01 09:00:18,worker_anon_01,2.107,1.641,1.1,0.83,sample,INSPECT_4,1.0,-0.020999999999999908,0.06499999999999995,0.06830812543175217,0.06830812543175217,False
2026-05-01 09:00:19,worker_anon_01,2.066,1.629,1.1,0.88,sample,INSPECT_4,1.0,-0.04100000000000037,-0.01200000000000001,0.04272001872658801,0.04272001872658801,False
2026-05-01 09:00:20,worker_anon_01,2.056,1.58,1.1,0.87,sample,INSPECT_4,1.0,-0.009999999999999787,-0.04899999999999993,0.050009999000199847,0.050009999000199847,False
2026-05-01 09:00:21,worker_anon_01,2.189,1.72,1.1,0.95,sample,INSPECT_4,1.0,0.133,0.1399999999999999,0.19310359913787203,0.19310359913787203,False
2026-05-01 09:00:22,worker_anon_01,2.196,1.834,1.1,0.93,sample,INSPECT_4,1.0,0.007000000000000117,0.1140000000000001,0.11421471008587303,0.11421471008587303,False
2026-05-01 09:00:23,worker_anon_01,2.274,1.891,1.1,0.89,sample,INSPECT_4,1.0,0.07799999999999985,0.05699999999999994,0.09660745312862755,0.09660745312862755,False
2026-05-01 09:00:24,worker_anon_01,2.371,2.039,1.1,0.92,sample,INSPECT_4,1.0,0.09699999999999998,0.14800000000000013,0.17695479648769072,0.17695479648769072,False
2026-05-01 09:00:25,worker_anon_01,2.443,2.089,1.1,0.86,sample,INSPECT_4,1.0,0.07200000000000006,0.04999999999999982,0.08765842800324446,0.08765842800324446,False
2026-05-01 09:00:26,worker_anon_01,2.482,2.257,1.1,0.92,sample,OUTSIDE,1.0,0.039000000000000146,0.16800000000000015,0.1724673882216579,0.1724673882216579,False
2026-05-01 09:00:27,worker_anon_01,2.595,2.354,1.1,0.82,sample,OUTSIDE,1.0,0.11299999999999999,0.09699999999999998,0.14892279879185724,0.14892279879185724,False
2026-05-01 09:00:28,worker_anon_01,2.66,2.406,1.1,0.78,sample,OUTSIDE,1.0,0.06499999999999995,0.052000000000000046,0.08324061508662702,0.08324061508662702,False
2026-05-01 09:00:29,worker_anon_01,2.715,2.538,1.1,0.87,sample,OUTSIDE,1.0,0.054999999999999716,0.13199999999999967,0.1429999999999996,0.1429999999999996,False
2026-05-01 09:00:30,worker_anon_01,2.766,2.674,1.1,0.8,sample,OUTSIDE,1.0,0.051000000000000156,0.13600000000000012,0.1452480636703982,0.1452480636703982,False
2026-05-01 09:00:31,worker_anon_01,2.857,2.739,1.1,0.82,sample,OUTSIDE,1.0,0.09100000000000019,0.06499999999999995,0.11183022847155427,0.11183022847155427,False
